date,store_name,product_id,product_name,category,units_sold,units_ordered,price,discount_pct,revenue,weather,season,demand_level,promotion,is_holiday,festival
2024-12-09,DMart,TRA004,Travel Item 4,travel_accessories,10,10,924.16,11.87,9241.6,rainy,winter,low,0,0,Unknown
2024-12-14,DMart,BEV011,Beverage Item 11,beverages,442,544,58.02,13.11,25644.84,sunny,winter,medium,0,0,Christmas
2024-12-14,DMart,SWT005,Sweets Item 5,sweets,143,184,182.95,0.0,26161.85,humid,winter,medium,0,0,Christmas
2024-12-16,DMart,GROC024,Groceries Item 24,groceries,240,291,74.93,2.9,17983.2,stormy,winter,medium,0,0,Christmas
2024-12-17,DMart,CLO009,Clothing Item 9,clothing,14,18,2362.99,12.64,33081.86,cold,winter,high,0,1,Christmas
2024-12-18,DMart,SWT007,Sweets Item 7,sweets,59,64,408.53,10.45,24103.27,stormy,winter,medium,0,0,Christmas
2024-12-31,DMart,HTX002,Home Textile 2,home_textiles,9,10,3009.76,12.55,27087.84,hot,winter,medium,1,0,Unknown
2025-01-09,DMart,CLO024,Clothing Item 24,clothing,12,12,2848.45,0.0,34181.4,rainy,winter,high,1,1,Unknown
2025-01-17,DMart,STA008,Stationery Item 8,stationery,45,57,373.59,7.62,16811.55,cold,winter,medium,0,0,New Year
2025-01-19,DMart,BEA007,Beauty Item 7,beauty,58,67,188.78,8.84,10949.24,hot,winter,low,0,0,Unknown
2025-01-19,DMart,HTX010,Home Textile 10,home_textiles,53,64,561.13,0.0,29739.89,stormy,winter,medium,0,0,New Year
2025-01-20,DMart,HTX001,Home Textile 1,home_textiles,6,6,5568.05,7.32,33408.3,humid,winter,medium,0,0,Unknown
2025-02-01,DMart,CLO025,Clothing Item 25,clothing,14,17,2544.19,0.0,35618.66,sunny,winter,high,0,0,Valentine's Day
2025-02-02,DMart,BEV019,Beverage Item 19,beverages,498,528,31.93,15.6,15901.14,cold,winter,medium,0,0,Unknown
2025-02-05,DMart,BEV017,Beverage Item 17,beverages,75,86,202.54,0.0,15190.5,hot,winter,medium,0,0,Unknown
2025-02-08,DMart,BEV008,Beverage Item 8,beverages,109,129,151.33,0.0,16494.97,hot,winter,medium,0,0,Unknown
2025-02-12,DMart,CLO026,Clothing Item 26,clothing,143,158,193.16,17.68,27621.88,hot,winter,medium,0,0,Valentine's Day
2025-02-15,DMart,TOY004,Toy 4,toys,65,78,286.98,0.0,18653.7,sunny,winter,medium,0,0,Valentine's Day
2025-02-20,DMart,BEV011,Beverage Item 11,beverages,356,442,65.9,0.0,23460.4,stormy,winter,medium,0,0,Valentine's Day
2025-02-26,DMart,CLO027,Clothing Item 27,clothing,8,9,2107.8,7.09,16862.4,cool,winter,medium,0,0,Unknown
2025-02-28,DMart,SWT004,Sweets Item 4,sweets,99,102,163.41,14.77,16177.59,stormy,winter,medium,0,0,Unknown
2025-03-06,DMart,ELE013,Electronics Item 13,electronics,6,6,26353.59,6.12,158121.54,stormy,summer,medium,0,0,Unknown
2025-03-17,DMart,CLO006,Clothing Item 6,clothing,6,6,1625.26,4.97,9751.56,cool,summer,medium,0,0,Unknown
2025-03-18,DMart,BEV008,Beverage Item 8,beverages,180,234,142.49,5.8,25648.2,cold,summer,medium,1,0,Unknown
2025-03-18,DMart,TRA003,Travel Item 3,travel_accessories,12,14,1343.93,0.0,16127.16,hot,summer,medium,0,0,Unknown
2025-03-19,DMart,ELE011,Electronics Item 11,electronics,10,13,48213.74,5.58,482137.4,hot,summer,high,0,0,Unknown
2025-03-19,DMart,TRA008,Travel Item 8,travel_accessories,13,14,1343.69,0.0,17467.97,hot,summer,medium,0,1,Unknown
2025-03-19,DMart,VEG004,Veg Item 4,vegetables,309,353,56.08,3.33,17328.72,rainy,summer,medium,0,0,Holi
2025-03-23,DMart,TRA010,Travel Item 10,travel_accessories,9,11,2231.29,0.0,20081.61,cold,summer,medium,0,0,Holi
2025-03-29,DMart,BEV017,Beverage Item 17,beverages,120,147,200.87,1.45,24104.4,cold,summer,medium,0,0,Holi
2025-04-03,DMart,ELE016,Electronics Item 16,electronics,6,7,30432.42,19.99,182594.52,rainy,summer,medium,0,0,Ram Navami
2025-04-06,DMart,CLO010,Clothing Item 10,clothing,17,21,1130.04,12.38,19210.68,stormy,summer,medium,0,0,Unknown
2025-04-08,DMart,TRA004,Travel Item 4,travel_accessories,15,17,1092.41,0.45,16386.15,cool,summer,medium,0,0,Unknown
2025-04-10,DMart,TRA001,Travel Item 1,travel_accessories,13,14,1693.62,9.25,22017.06,rainy,summer,medium,0,0,Ram Navami
2025-04-11,DMart,CLO030,Clothing Item 30,clothing,19,20,909.45,6.53,17279.55,hot,summer,medium,0,0,Unknown
2025-04-22,DMart,GROC009,Groceries Item 9,groceries,133,140,139.32,21.17,18529.56,rainy,summer,medium,1,0,Unknown
2025-04-22,DMart,STA009,Stationery Item 9,stationery,123,141,147.21,0.0,18106.83,humid,summer,medium,0,0,Ram Navami
2025-04-23,DMart,TRA006,Travel Item 6,travel_accessories,9,11,2225.42,0.0,20028.78,humid,summer,medium,1,0,Unknown
2025-04-28,DMart,HTX008,Home Textile 8,home_textiles,6,7,3318.07,4.82,19908.42,sunny,summer,medium,0,0,Ram Navami
2025-04-30,DMart,GROC008,Groceries Item 8,groceries,410,496,51.8,6.75,21238.0,cold,summer,medium,0,0,Ram Navami
2025-05-04,DMart,SWT009,Sweets Item 9,sweets,21,26,634.4,0.0,13322.4,hot,summer,low,0,0,Unknown
2025-05-07,DMart,GROC025,Groceries Item 25,groceries,29,35,347.82,13.57,10086.78,sunny,summer,low,0,0,Unknown
2025-05-10,DMart,CLO002,Clothing Item 2,clothing,11,13,2414.79,13.97,26562.69,cool,summer,medium,1,0,Unknown
2025-05-14,DMart,MAK001,Makeup Item 1,makeup,1,1,2522.93,3.34,2522.93,cold,summer,low,0,0,Unknown
2025-06-03,DMart,FTW002,Footwear Item 2,footwear,15,19,1756.84,0.0,26352.6,cool,monsoon,medium,1,0,Unknown
2025-06-06,DMart,HAP012,Home Appliance 12,home_appliances,5,6,25674.0,0.0,128370.0,hot,monsoon,medium,0,0,Unknown
2025-06-07,DMart,BEV009,Beverage Item 9,beverages,67,69,210.03,12.21,14072.01,hot,monsoon,medium,0,0,Unknown
2025-06-12,DMart,HAP006,Home Appliance 6,home_appliances,4,4,7908.04,13.49,31632.16,cool,monsoon,medium,0,0,Unknown
2025-06-20,DMart,HAP005,Home Appliance 5,home_appliances,4,5,17343.66,0.0,69374.64,hot,monsoon,medium,0,0,Unknown
2025-06-22,DMart,HAP008,Home Appliance 8,home_appliances,6,7,28324.89,0.0,169949.34,rainy,monsoon,medium,0,0,Unknown
2025-06-24,DMart,BEV007,Beverage Item 7,beverages,181,227,169.83,0.0,30739.23,hot,monsoon,high,1,1,Unknown
2025-06-24,DMart,TOY009,Toy 9,toys,3,3,867.51,13.87,2602.53,sunny,monsoon,low,0,0,Unknown
2025-06-30,DMart,BEV010,Beverage Item 10,beverages,70,73,235.03,7.54,16452.1,humid,monsoon,medium,0,0,Unknown
2025-07-03,DMart,FTW006,Footwear Item 6,footwear,25,28,1145.74,14.17,28643.5,cold,monsoon,high,1,0,Back-to-school
2025-07-03,DMart,HAP009,Home Appliance 9,home_appliances,4,5,8539.86,1.19,34159.44,cold,monsoon,high,1,0,Back-to-school
2025-07-07,DMart,FTW007,Footwear Item 7,footwear,2,2,3208.25,3.74,6416.5,hot,monsoon,medium,0,0,Unknown
2025-07-17,DMart,ELE015,Electronics Item 15,electronics,2,2,38075.43,9.55,76150.86,rainy,monsoon,low,0,0,Unknown
2025-07-17,DMart,MAK005,Makeup Item 5,makeup,14,15,2256.36,11.83,31589.04,rainy,monsoon,high,0,0,Back-to-school
2025-08-29,DMart,HAP001,Home Appliance 1,home_appliances,2,3,18905.5,0.0,37811.0,sunny,monsoon,medium,0,0,Unknown
2025-09-01,DMart,HAP009,Home Appliance 9,home_appliances,7,9,7264.58,17.36,50852.06,sunny,monsoon,high,0,0,Unknown
2025-09-03,DMart,BEV017,Beverage Item 17,beverages,76,81,190.09,7.38,14446.84,sunny,monsoon,medium,0,0,Unknown
2025-09-03,DMart,HAP011,Home Appliance 11,home_appliances,3,3,39889.97,0.02,119669.91,humid,monsoon,medium,0,0,Unknown
2025-09-08,DMart,HAP003,Home Appliance 3,home_appliances,4,5,9122.45,20.09,36489.8,cool,monsoon,medium,0,0,Unknown
2025-09-17,DMart,BEA008,Beauty Item 8,beauty,9,10,2069.75,8.8,18627.75,humid,monsoon,low,0,1,Unknown
2025-09-24,DMart,BEV001,Beverage Item 1,beverages,882,1036,28.65,3.84,25269.3,cool,monsoon,medium,0,0,Ganesh Chaturthi
2025-09-25,DMart,BEV012,Beverage Item 12,beverages,529,549,31.57,10.97,16700.53,humid,monsoon,medium,0,0,Unknown
2025-10-12,DMart,STA003,Stationery Item 3,stationery,52,55,315.73,6.42,16417.96,sunny,autumn,medium,0,0,Unknown
2025-10-17,DMart,CLO017,Clothing Item 17,clothing,8,9,1860.26,6.18,14882.08,sunny,autumn,medium,0,0,Unknown
2025-10-22,DMart,MAK005,Makeup Item 5,makeup,5,6,2578.71,0.0,12893.55,rainy,autumn,medium,0,0,Unknown
2025-10-30,DMart,SWT005,Sweets Item 5,sweets,77,82,188.45,3.95,14510.65,stormy,autumn,medium,0,0,Unknown
2025-11-05,DMart,FTW009,Footwear Item 9,footwear,5,5,1798.34,2.56,8991.7,cold,autumn,low,0,0,Unknown
2025-11-07,DMart,CLO027,Clothing Item 27,clothing,14,18,2293.87,0.0,32114.18,rainy,autumn,high,1,0,Diwali
2025-11-10,DMart,SWT002,Sweets Item 2,sweets,39,48,270.02,0.0,10530.78,cool,autumn,medium,0,0,Unknown
2025-11-11,DMart,HAP014,Home Appliance 14,home_appliances,6,7,20907.35,1.19,125444.1,sunny,autumn,medium,0,0,Diwali
2025-11-18,DMart,CLO023,Clothing Item 23,clothing,19,24,1698.42,0.0,32269.98,stormy,autumn,medium,1,0,Unknown
2025-12-06,DMart,BEV004,Beverage Item 4,beverages,373,465,63.68,9.38,23752.64,cold,winter,medium,0,0,Christmas
2025-12-14,DMart,BEA007,Beauty Item 7,beauty,154,162,178.49,3.8,27487.46,cold,winter,high,1,0,Christmas
2025-12-15,DMart,VEG013,Veg Item 13,vegetables,837,839,21.01,7.81,17585.37,cold,winter,medium,1,0,Unknown
2025-12-22,DMart,FTW001,Footwear Item 1,footwear,11,12,1051.57,2.01,11567.27,rainy,winter,low,0,1,Unknown
2025-12-27,DMart,BEV005,Beverage Item 5,beverages,435,471,37.27,22.25,16212.45,sunny,winter,medium,0,0,Unknown
2025-12-27,DMart,SWT001,Sweets Item 1,sweets,92,101,184.0,6.34,16928.0,cold,winter,medium,0,0,Unknown
